pin,slack
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_HM0_WDATA[11],6653
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_HM0_WDATA[12],6649
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_HM0_WDATA[13],6606
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_HM0_WDATA[14],6682
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_HM0_WDATA[15],6622
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_HM0_WDATA[1],6622
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_HM0_WDATA[2],6611
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_HM0_WDATA[3],6529
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_HM0_WDATA[4],6830
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_HM0_WDATA[5],6751
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_HM0_WDATA[6],6719
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_HM0_WDATA[7],6530
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_HM0_WDATA[8],6794
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_HM0_WDATA[9],6780
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_HM0_WRITE,3299
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_RMW_AXI,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_RREADY,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[0],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[10],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[11],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[12],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[13],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[14],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[15],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[16],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[17],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[18],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[19],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[1],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[20],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[21],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[22],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[23],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[24],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[25],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[26],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[27],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[28],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[29],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[2],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[30],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[31],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[32],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[33],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[34],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[35],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[36],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[37],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[38],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[39],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[3],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[40],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[41],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[42],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[43],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[44],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[45],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[46],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[47],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[48],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[49],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[4],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[50],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[51],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[52],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[53],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[54],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[55],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[56],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[57],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[58],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[59],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[5],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[60],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[61],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[62],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[63],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[6],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[7],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[8],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WDATA_HWDATA01[9],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WID_HREADY01[0],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WID_HREADY01[1],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WID_HREADY01[2],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WID_HREADY01[3],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WLAST,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WSTRB[0],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WSTRB[1],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WSTRB[2],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WSTRB[3],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WSTRB[4],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WSTRB[5],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WSTRB[6],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WSTRB[7],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:F_WVALID,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:GTX_CLKPF,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:I2C0_BCLK,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:I2C0_SCL_F2H_SCP,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:I2C0_SCL_USBC_DATA1_MGPIO31B_IN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:I2C0_SDA_F2H_SCP,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:I2C0_SDA_USBC_DATA0_MGPIO30B_IN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:I2C1_BCLK,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:I2C1_SCL_F2H_SCP,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:I2C1_SCL_USBA_DATA4_MGPIO1A_IN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:I2C1_SDA_F2H_SCP,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:I2C1_SDA_MGPIO0A_H2F_B,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:I2C1_SDA_USBA_DATA3_MGPIO0A_IN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MDDR_FABRIC_PADDR[10],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MDDR_FABRIC_PADDR[2],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MDDR_FABRIC_PADDR[3],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MDDR_FABRIC_PADDR[4],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MDDR_FABRIC_PADDR[5],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MDDR_FABRIC_PADDR[6],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MDDR_FABRIC_PADDR[7],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MDDR_FABRIC_PADDR[8],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MDDR_FABRIC_PADDR[9],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MDDR_FABRIC_PENABLE,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MDDR_FABRIC_PSEL,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MDDR_FABRIC_PWDATA[0],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MDDR_FABRIC_PWDATA[10],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MDDR_FABRIC_PWDATA[11],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MDDR_FABRIC_PWDATA[12],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MDDR_FABRIC_PWDATA[13],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MDDR_FABRIC_PWDATA[14],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MDDR_FABRIC_PWDATA[15],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MDDR_FABRIC_PWDATA[1],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MDDR_FABRIC_PWDATA[2],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MDDR_FABRIC_PWDATA[3],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MDDR_FABRIC_PWDATA[4],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MDDR_FABRIC_PWDATA[5],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MDDR_FABRIC_PWDATA[6],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MDDR_FABRIC_PWDATA[7],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MDDR_FABRIC_PWDATA[8],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MDDR_FABRIC_PWDATA[9],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MDDR_FABRIC_PWRITE,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MDIF,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MGPIO0A_F2H_GPIN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MGPIO10A_F2H_GPIN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MGPIO11A_F2H_GPIN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MGPIO11B_F2H_GPIN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MGPIO12A_F2H_GPIN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MGPIO13A_F2H_GPIN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MGPIO14A_F2H_GPIN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MGPIO15A_F2H_GPIN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MGPIO16A_F2H_GPIN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MGPIO17B_F2H_GPIN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MGPIO18B_F2H_GPIN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MGPIO19B_F2H_GPIN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MGPIO1A_F2H_GPIN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MGPIO20B_F2H_GPIN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MGPIO21B_F2H_GPIN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MGPIO22B_F2H_GPIN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MGPIO24B_F2H_GPIN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MGPIO25B_F2H_GPIN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MGPIO26B_F2H_GPIN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MGPIO27B_F2H_GPIN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MGPIO28B_F2H_GPIN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MGPIO29B_F2H_GPIN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MGPIO2A_F2H_GPIN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MGPIO30B_F2H_GPIN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MGPIO31B_F2H_GPIN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MGPIO3A_F2H_GPIN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MGPIO4A_F2H_GPIN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MGPIO5A_F2H_GPIN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MGPIO6A_F2H_GPIN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MGPIO7A_F2H_GPIN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MGPIO8A_F2H_GPIN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MGPIO9A_F2H_GPIN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MMUART0_CTS_F2H_SCP,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MMUART0_CTS_USBC_DATA7_MGPIO19B_IN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MMUART0_DCD_F2H_SCP,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MMUART0_DCD_MGPIO22B_IN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MMUART0_DSR_F2H_SCP,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MMUART0_DSR_MGPIO20B_IN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MMUART0_DTR_F2H_SCP,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MMUART0_DTR_USBC_DATA6_MGPIO18B_IN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MMUART0_RI_F2H_SCP,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MMUART0_RI_MGPIO21B_IN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MMUART0_RTS_F2H_SCP,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MMUART0_RTS_USBC_DATA5_MGPIO17B_IN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MMUART0_RXD_F2H_SCP,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MMUART0_RXD_USBC_STP_MGPIO28B_IN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MMUART0_SCK_F2H_SCP,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MMUART0_SCK_USBC_NXT_MGPIO29B_IN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MMUART0_TXD_F2H_SCP,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MMUART0_TXD_USBC_DIR_MGPIO27B_IN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MMUART1_CTS_F2H_SCP,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MMUART1_DCD_F2H_SCP,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MMUART1_DSR_F2H_SCP,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MMUART1_RI_F2H_SCP,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MMUART1_RTS_F2H_SCP,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MMUART1_RXD_F2H_SCP,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MMUART1_RXD_USBC_DATA3_MGPIO26B_IN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MMUART1_SCK_F2H_SCP,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MMUART1_SCK_USBC_DATA4_MGPIO25B_IN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MMUART1_TXD_F2H_SCP,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:MMUART1_TXD_USBC_DATA2_MGPIO24B_IN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:PER2_FABRIC_PRDATA[0],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:PER2_FABRIC_PRDATA[10],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:PER2_FABRIC_PRDATA[11],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:PER2_FABRIC_PRDATA[12],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:PER2_FABRIC_PRDATA[13],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:PER2_FABRIC_PRDATA[14],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:PER2_FABRIC_PRDATA[15],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:PER2_FABRIC_PRDATA[16],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:PER2_FABRIC_PRDATA[17],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:PER2_FABRIC_PRDATA[18],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:PER2_FABRIC_PRDATA[19],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:PER2_FABRIC_PRDATA[1],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:PER2_FABRIC_PRDATA[20],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:PER2_FABRIC_PRDATA[21],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:PER2_FABRIC_PRDATA[22],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:PER2_FABRIC_PRDATA[23],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:PER2_FABRIC_PRDATA[24],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:PER2_FABRIC_PRDATA[25],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:PER2_FABRIC_PRDATA[26],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:PER2_FABRIC_PRDATA[27],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:PER2_FABRIC_PRDATA[28],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:PER2_FABRIC_PRDATA[29],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:PER2_FABRIC_PRDATA[2],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:PER2_FABRIC_PRDATA[30],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:PER2_FABRIC_PRDATA[31],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:PER2_FABRIC_PRDATA[3],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:PER2_FABRIC_PRDATA[4],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:PER2_FABRIC_PRDATA[5],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:PER2_FABRIC_PRDATA[6],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:PER2_FABRIC_PRDATA[7],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:PER2_FABRIC_PRDATA[8],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:PER2_FABRIC_PRDATA[9],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:PER2_FABRIC_PREADY,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:PER2_FABRIC_PSLVERR,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:PRESET_N,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:RCGF[0],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:RCGF[1],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:RCGF[2],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:RCGF[3],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:RCGF[4],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:RCGF[5],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:RCGF[6],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:RCGF[7],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:RCGF[8],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:RCGF[9],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:RGMII_GTX_CLK_RMII_CLK_USBB_XCLK_IN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:RGMII_MDC_RMII_MDC_IN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:RGMII_MDIO_RMII_MDIO_USBB_DATA7_IN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:RGMII_RXD0_RMII_RXD0_USBB_DATA0_IN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:RGMII_RXD1_RMII_RXD1_USBB_DATA1_IN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:RGMII_RXD2_RMII_RX_ER_USBB_DATA3_IN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:RGMII_RXD3_USBB_DATA4_IN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:RGMII_RX_CLK_IN,
